MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.satco.com/searchresults?q=65-1224,,,,,,,Electrical,Lighting,Fixtures,,65-1224,65-1224 4' Led Strip Light,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),Satco Products Inc,Satco®,,65-1224,,Electrical & Lighting>Light Fixtures>Strip & Tape Lighting,"Satco, Strip Light, 65-1224, 4 ft Width, Strip & Tape Lighting",STRIP LIGHT 4FT,"Satco® 65-1224 Strip Light, 4 ft Width","Satco® Strip Light, 4 ft Width","Strip Light, 4 ft Width",,,,,,,,,,,,,,,,,,,,,,,,,,,Strip Light,Series,,,Model,,,Number of Lights,,,Width,4,ft,Mounting Type,,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_65-1224.jpg,Satco_65-1224_1.jpg,Satco_65-1224_2.jpg,Satco_65-1224_3.jpg,Satco_65-1224_4.jpg,,,,,Satco_65-1224_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=45297BK,,,,,,,Electrical,Lighting,Fixtures,,45297BK,45297BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,45297BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 45297BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 45297BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_45297BK.jpg,Kichler_45297BK_1.jpg,Kichler_45297BK_2.jpg,Kichler_45297BK_3.jpg,Kichler_45297BK_4.jpg,,,,,Kichler_45297BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=45573BK,,,,,,,Electrical,Lighting,Fixtures,,45573BK,45573BK Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,45573BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 45573BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 45573BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_45573BK.jpg,Kichler_45573BK_1.jpg,Kichler_45573BK_2.jpg,Kichler_45573BK_3.jpg,Kichler_45573BK_4.jpg,,,,,Kichler_45573BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=37418A,,,,,,,Electrical,Lighting,Fixtures,,37418A,37418A Kichler Bath Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,37418A,,Electrical & Lighting>Light Fixtures>Bath & Vanity Lights,"Kichler, Bath Light, 37418A, Wall Mount Mounting, Bath & Vanity Lights",BATH LIGHT WALLMT,"Kichler® 37418A Bath Light, Wall Mount Mounting","Kichler® Bath Light, Wall Mount Mounting","Bath Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Bath Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_37418A.jpg,Kichler_37418A_1.jpg,Kichler_37418A_2.jpg,Kichler_37418A_3.jpg,Kichler_37418A_4.jpg,,,,,Kichler_37418A_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=37423A,,,,,,,Electrical,Lighting,Fixtures,,37423A,37423A Kichler Bath Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,37423A,,Electrical & Lighting>Light Fixtures>Bath & Vanity Lights,"Kichler, Bath Light, 37423A, Wall Mount Mounting, Bath & Vanity Lights",BATH LIGHT WALLMT,"Kichler® 37423A Bath Light, Wall Mount Mounting","Kichler® Bath Light, Wall Mount Mounting","Bath Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Bath Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_37423A.jpg,Kichler_37423A_1.jpg,Kichler_37423A_2.jpg,Kichler_37423A_3.jpg,Kichler_37423A_4.jpg,,,,,Kichler_37423A_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=45496BKCLR,,,,,,,Electrical,Lighting,Fixtures,,45496BKCLR,45496BKCLR Kichler Bath Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,45496BKCLR,,Electrical & Lighting>Light Fixtures>Bath & Vanity Lights,"Kichler, Bath Light, 45496BKCLR, Wall Mount Mounting, Bath & Vanity Lights",BATH LIGHT WALLMT,"Kichler® 45496BKCLR Bath Light, Wall Mount Mounting","Kichler® Bath Light, Wall Mount Mounting","Bath Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Bath Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_45496BKCLR.jpg,Kichler_45496BKCLR_1.jpg,Kichler_45496BKCLR_2.jpg,Kichler_45496BKCLR_3.jpg,Kichler_45496BKCLR_4.jpg,,,,,Kichler_45496BKCLR_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=45973BK,,,,,,,Electrical,Lighting,Fixtures,,45973BK,45973BK Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,45973BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 45973BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 45973BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_45973BK.jpg,Kichler_45973BK_1.jpg,Kichler_45973BK_2.jpg,Kichler_45973BK_3.jpg,Kichler_45973BK_4.jpg,,,,,Kichler_45973BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55155BK,,,,,,,Electrical,Lighting,Fixtures,,55155BK,55155BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55155BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55155BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55155BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55155BK.jpg,Kichler_55155BK_1.jpg,Kichler_55155BK_2.jpg,Kichler_55155BK_3.jpg,Kichler_55155BK_4.jpg,,,,,Kichler_55155BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55157CPZ,,,,,,,Electrical,Lighting,Fixtures,,55157CPZ,55157CPZ Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55157CPZ,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55157CPZ, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55157CPZ Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55157CPZ.jpg,Kichler_55157CPZ_1.jpg,Kichler_55157CPZ_2.jpg,Kichler_55157CPZ_3.jpg,Kichler_55157CPZ_4.jpg,,,,,Kichler_55157CPZ_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55184BK,,,,,,,Electrical,Lighting,Fixtures,,55184BK,55184BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55184BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55184BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55184BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55184BK.jpg,Kichler_55184BK_1.jpg,Kichler_55184BK_2.jpg,Kichler_55184BK_3.jpg,Kichler_55184BK_4.jpg,,,,,Kichler_55184BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55185BK,,,,,,,Electrical,Lighting,Fixtures,,55185BK,55185BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55185BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55185BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55185BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55185BK.jpg,Kichler_55185BK_1.jpg,Kichler_55185BK_2.jpg,Kichler_55185BK_3.jpg,Kichler_55185BK_4.jpg,,,,,Kichler_55185BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55186CH,,,,,,,Electrical,Lighting,Fixtures,,55186CH,55186CH Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55186CH,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55186CH, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55186CH Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55186CH.jpg,Kichler_55186CH_1.jpg,Kichler_55186CH_2.jpg,Kichler_55186CH_3.jpg,Kichler_55186CH_4.jpg,,,,,Kichler_55186CH_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55210NI,,,,,,,Electrical,Lighting,Fixtures,,55210NI,55210NI Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55210NI,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55210NI, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55210NI Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55210NI.jpg,Kichler_55210NI_1.jpg,Kichler_55210NI_2.jpg,Kichler_55210NI_3.jpg,Kichler_55210NI_4.jpg,,,,,Kichler_55210NI_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55211BK,,,,,,,Electrical,Lighting,Fixtures,,55211BK,55211BK Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55211BK,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55211BK, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55211BK Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55211BK.jpg,Kichler_55211BK_1.jpg,Kichler_55211BK_2.jpg,Kichler_55211BK_3.jpg,Kichler_55211BK_4.jpg,,,,,Kichler_55211BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kichler.com/search?q=55211NI,,,,,,,Electrical,Lighting,Fixtures,,55211NI,55211NI Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55211NI,,Electrical & Lighting>Light Fixtures>Wall Sconces,"Kichler, Wall Light, 55211NI, Wall Mount Mounting, Wall Sconces",WALL LIGHT WALLMT,"Kichler® 55211NI Wall Light, Wall Mount Mounting","Kichler® Wall Light, Wall Mount Mounting","Wall Light, Wall Mount Mounting",,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,,,Model,,,Number of Lights,,,Width,,,Mounting Type,Wall Mount,,Wattage,,,Voltage Rating,,,Color Temperature,,,Lumens,,,Location Rating,,,Size,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kichler_55211NI.jpg,Kichler_55211NI_1.jpg,Kichler_55211NI_2.jpg,Kichler_55211NI_3.jpg,Kichler_55211NI_4.jpg,,,,,Kichler_55211NI_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
